store_id,town,area,self_service,cart,basket,month,quantity,sales_value,store_type
47,Paralakhemundi,1000,1,1,1,12,8965,281034.18,MT
48,Ambala,1000,1,1,0,12,11449,527448.7801,MT
49,Tadepalligudem,1800,1,1,1,4,67159.965,2766800.64,MT
50,Hyderabad,100,0,0,0,1,289,58252,TT
51,Tirupati,500,1,0,1,1,34087,1767201.36,MT
52,Jhunjhunun,3000,1,1,1,1,19466,747771.07,MT
53,Varanasi,200,1,1,1,1,1114,62743.7,MT
54,Hyderabad,200,1,1,1,1,1345.694997,546309.6499,MT
55,Hyderabad,200,1,1,1,1,138508.725,9145661.108,MT
56,Varanasi,1100,1,1,1,10,8971,526340.08,MT
57,Greater,500,0,0,0,10,264,23214,TT
58,Faridabad,1100,0,0,0,7,8819,609937.93,TT
59,Kolkata,1200,0,0,0,7,378,112097,TT
60,Goa,200,1,1,1,12,10900,441574.4,TT
61,Kolkata,200,1,1,1,12,14717,836889.45,MT
62,Greater,149,0,0,0,12,701,35944,TT
63,Gurgaon,500,1,1,1,1,2928,140124.19,MT
64,Hyderabad,600,0,0,0,10,1540.904996,980259.0004,TT
65,Greater,300,0,0,0,10,1397.504,192597.98,TT
66,Hyderabad,450,0,0,0,7,251909.686,9260008.461,TT
67,Chennai,600,0,0,0,7,5217.05699,2465327.41,TT
68,Tirupati,500,1,0,1,12,6109,369869.5,MT
69,Jangaon,1600,1,1,1,12,9721.955,585975.4399,MT
70,Bhimavaram,1000,1,0,1,12,52841.03501,2731074.695,MT
71,Ludhiana,360,0,0,0,12,65991.506,2024348.3,TT
72,Chanchal,2000,1,1,1,4,138,8506.580002,MT
73,Greater,720,0,0,0,1,22043.767,1254815.49,TT
74,Pune,200,1,0,1,1,2798.67999,1560361.95,MT
75,Hyderabad,1000,0,0,0,1,17357,621842.37,TT
76,Dhanbad,800,1,1,1,7,5776.56,300774.8802,MT
77,Greater,200,0,0,0,7,3101.778,247969.9,TT
78,Chennai,1000,1,0,1,7,7803,211925,TT
79,Chennai,600,0,0,0,12,831.794999,449645.1997,TT
80,Hyderabad,200,1,0,1,12,2110,509828.21,MT
81,Hyderabad,500,1,1,1,4,440,39122,MT
82,GVMC,800,0,0,0,1,15295,818911.0306,TT
83,Tumkur,1500,0,0,0,1,82224,3630023.13,TT
84,Dhanbad,800,1,1,1,10,5055.25,259469.6301,MT
85,Neemuch,2000,1,1,1,1,3743,222383.81,MT
86,Davanagere,2100,1,1,1,12,39108.064,1684148.28,MT
87,Varanasi,200,1,1,1,12,1357,76328.44002,MT
88,Greater,300,1,0,1,1,5576.42,665715.38,MT
89,Chittoor,250,1,1,1,1,3068.996,72475.908,MT
90,Rishikesh,500,0,0,0,1,20,1422,TT
91,Greater,400,1,1,1,10,1571.174,70999.22399,MT
92,Guntur,500,1,1,1,10,74564.315,2477250.569,MT
93,Patna,1200,0,0,0,12,28167.9,1963967.461,TT
94,BANGALORE,600,0,0,0,12,5490.27499,2032279.599,TT
95,Greater,350,0,0,0,4,315,42539,TT
96,Chandigarh,1200,0,0,0,4,10952.162,693794.6099,TT
97,Kolkata,1000,1,1,1,4,13137,827598.5,MT
98,Nagpur,900,1,1,1,1,5069,195467.7301,MT
99,Jammu,2500,1,1,1,10,19408.299,1217735.11,MT
100,Kolkata,1200,0,0,0,1,766.06,158249,TT
101,Kolkata,200,0,0,0,7,15312.12201,686468.8504,TT
102,Karimnagar,500,1,0,1,7,25106.87,1454424.535,MT
103,Hyderabad,1200,1,1,1,7,39359.799,422869.12,MT
104,Neemuch,2000,1,1,1,4,2160,118844.2,MT
105,BANGALORE,600,0,0,0,1,2784.619988,1066023.949,TT
106,Greater,350,1,1,1,1,8902,766318.67,MT
107,BANGALORE,2200,0,0,0,1,45784,1684927.6,TT
108,Adilabad,500,0,0,0,1,10215.5,518204.51,TT
109,BANGALORE,500,0,0,0,10,146499.172,7820966.442,TT
110,Greater,500,1,0,1,10,6126,194297.14,MT
111,Kakinada,4000,1,1,1,10,59314.905,2770626.385,MT
112,Delhi,900,1,1,1,10,6898,398663.0198,MT
113,Mughalsarai,200,1,1,1,10,12812.415,140298.706,MT
114,Patna,1200,0,0,0,7,54458.217,3764332.601,TT
115,Thanjavur,600,0,0,0,7,3025.89,155165.445,TT
116,GVMC,900,0,0,0,12,19006,1021702.34,TT
117,Chengalpattu,200,1,1,1,12,708,148005,MT
118,BANGALORE,1500,1,1,1,1,47877.51299,2146090.734,MT
119,Delhi,200,1,1,1,1,380,168096.7901,MT
120,Delhi,1000,1,1,1,1,570,40067.5,MT
121,Delhi,200,1,1,1,10,2296.378,429973.4499,MT
122,Kolkata,200,1,1,1,10,13526,711595.25,MT
123,Rupnagar,900,1,0,1,7,7096.226002,273606.891,MT
124,Siddipet,2000,1,1,1,12,8954.745,439954.8055,MT
125,Tirupati,500,1,0,1,4,30638,1618222.85,MT
126,Greater,250,1,0,1,4,56876.564,1581421.93,MT
127,Hyderabad,600,0,0,0,4,1376.406999,341935.6899,TT
128,Hyderabad,200,1,1,1,10,140206.159,9262609,MT
129,Karimnagar,200,1,1,1,10,21173.99,1049392.3,MT
130,Bhiwani,200,1,1,1,1,35,3800,MT
131,BANGALORE,600,0,0,0,7,3979.926991,1343232.156,TT
132,Nalgonda,1000,1,0,1,7,12943,581437.25,MT
133,Pudukkottai,1000,0,0,0,12,3862.185,99660.10999,TT
134,Mancherial,26000,0,0,0,12,5630.55,202745.4725,TT
135,Sangrur,1500,1,1,1,4,7598,138647,TT
136,Ranchi,800,1,0,1,4,3850,153088.15,MT
137,Guwahati,500,0,0,0,1,1570,80403,TT
138,Rajahmundry,900,1,1,0,1,12159,567783.05,MT
139,BANGALORE,300,1,1,1,1,2025.34,190473,MT
140,Kadapa,200,1,0,1,1,33839,1258131.37,MT
141,Greater,250,1,0,1,10,41846.988,973132.6001,MT
142,Chennai,1000,1,0,1,10,182.8779999,307236.025,MT
143,Lucknow,1000,1,1,1,10,15546,1889016.88,MT
144,Nagpur,1500,1,1,1,7,13017,681690.13,MT
145,Karimnagar,200,1,1,1,7,9658,420388.4,MT
146,Kadapa,800,1,0,1,10,1335,77716,MT
147,Hoshiarpur,800,1,1,1,12,36359,909593.4399,MT
148,Pune,200,1,0,1,12,2877.239994,1442530.719,MT
149,Guntur,400,0,0,0,12,3030,163766.15,TT
150,Milak,2000,1,1,1,4,4344,260707.18,TT
151,Varanasi,500,0,0,0,4,15116.5,1276643,TT
152,Palacole,1200,1,1,1,4,15087,519069.8799,MT
153,Jaipur,1000,0,0,0,4,1402,80851.35001,TT
154,Thanjavur,600,0,0,0,4,6620.025,363995.75,TT
155,Kolkata,1000,1,1,1,1,6195,366026.65,MT
156,BANGALORE,900,1,0,1,1,10322.991,363976.15,MT
157,Mahbubnagar,650,0,0,0,10,4980,346335.1,TT
158,Goa,1500,1,0,1,10,16922,486223.82,MT
159,Hyderabad,1000,1,1,1,10,12629.818,566636.115,MT
160,Chennai,400,0,0,0,7,15060,822426.99,TT
161,Hyderabad,500,1,1,1,7,9238,339136.16,MT
162,Hubli-Dharwad,600,1,0,1,7,32090,1032065.87,MT
163,Pune,200,1,1,1,7,18110.505,556589.61,MT
164,Tanuku,200,1,1,1,7,28124.75,1241796.86,MT
165,Guntur,1000,1,1,1,7,19282,670791.92,MT
166,Tiruchirappalli,450,1,1,1,12,6562,118976.16,MT
167,Guwahati,500,0,0,0,12,7041,355896,TT
168,Vijayawada,200,1,1,1,12,14957,1124126.62,MT
169,Vicarabad,100,0,0,0,12,6643,420615.35,TT
170,Hyderabad,500,0,0,0,4,325,31723,TT
171,Varanasi,200,1,1,1,1,4377,401981.9001,MT
172,Greater,400,0,0,0,1,9673.742,1062862.74,TT
173,Greater,800,1,0,1,7,13828,394384.39,MT
174,Lucknow,1000,1,0,1,7,9904.752,518755.2099,MT
175,Adilabad,1000,0,0,0,7,46386,2113625.89,TT
176,Noida,200,1,1,1,7,561,303301.6496,MT
177,Chittoor,250,1,1,1,10,3049.688,76846.46,MT
178,Varanasi,1100,1,1,1,4,6831,374409.29,MT
179,Jagtial,1000,1,1,1,1,45535.41902,2655128.3,MT
180,Varanasi,500,0,0,0,10,7320,812041,TT
181,Ballia,200,1,1,1,1,923.291,40751.53,MT
182,BANGALORE,1500,1,1,1,12,19118.915,890429.8999,MT
183,Adilabad,1000,1,1,1,12,37868.295,902100.3944,MT
184,Rajahmundry,900,0,0,0,12,4798,139669,TT
185,Nagpur,1200,1,1,1,1,38786,1590855.171,MT
186,Kakinada,4000,1,1,1,1,77686,3711215.04,MT
187,Karimnagar,500,1,0,1,1,30584.325,1896480.362,MT
188,Yavatmal,1000,1,1,1,1,3188.6,342377,MT
189,Pune,2000,0,0,0,10,6015.389988,2909430.201,TT
190,BANGALORE,2200,0,0,0,10,43912,1637438.15,TT
191,Tiruchirappalli,600,1,1,1,7,10955,351183.93,MT
192,Dumka,500,1,0,1,4,41093.35,4884894.25,MT
193,Muzaffarpur,200,1,1,1,4,65710,4383648.491,MT
194,Varanasi,200,1,0,1,1,3217,244860.65,MT
195,Greater,400,1,0,1,1,8016.362,310478.6703,MT
196,Khedbrahma,3000,0,0,0,1,18652.688,1229964.503,TT
197,Kolkata,2300,1,0,1,10,14746,770033.46,MT
198,Greater,800,1,0,1,10,14257,421856.1099,MT
199,Faridabad,1100,0,0,0,10,4243,319786.6,TT
200,Chennai,600,0,0,0,10,1307.364999,774847.75,TT
201,Raichur,200,1,0,1,10,22599,953239.94,MT
202,Varanasi,200,1,1,1,10,1660,97842.99996,MT
203,Korba,4500,1,1,1,7,20269,1310918.5,MT
204,BANGALORE,400,0,0,0,12,132214.869,5347660.889,TT
205,Greater,500,1,0,1,4,625,27105.7,MT
206,Adilabad,500,1,1,1,4,29176,1831796.44,MT
207,Mahbubnagar,650,0,0,0,1,9360,662976.23,TT
208,Kolkata,250,0,0,0,1,1337,38327,TT
209,Siddipet,2000,1,1,1,1,38223.363,2016754.976,MT
210,Thiruvallur,1000,1,1,1,10,50931.08,2490589.69,MT
211,Neemuch,2000,1,1,1,7,2447,117854.95,MT
212,Chaibasa,200,1,0,1,7,17273,581772.07,TT
213,Chandigarh,500,1,0,1,12,30389,1798310.71,MT
214,Greater,260,0,0,0,12,1103,314338.15,TT
215,Chittaurgarh,2500,1,1,1,4,24584.136,1182252.322,MT
216,Raipur,1000,0,0,0,4,12963.835,620536.9679,TT
217,Hyderabad,750,0,0,0,4,3438.184998,1828427.031,TT
218,BANGALORE,800,0,0,0,1,2650.165994,931145.2182,TT
219,Seraikela,2800,1,1,1,1,110077,8384537.701,TT
220,Chennai,1000,1,0,1,1,312.7970001,695609.3752,MT
221,Nagpur,900,1,0,1,10,13380,408869.03,MT
222,Jammu,1800,1,1,1,10,17907,1078421,MT
223,Thorrur,500,1,0,1,10,4593,215646.52,MT
224,Guwahati,200,0,0,0,10,4491,260449.2,TT
225,Nagda,500,0,0,0,1,26,410,TT
226,Chandigarh,500,1,0,1,7,17878,960580.99,MT
227,Srikakulam,900,1,0,1,12,5854,580577.15,MT
228,Dhamtari,800,0,0,0,12,11744,282074,TT
229,Hyderabad,200,0,0,0,12,42014.012,1407919.414,TT
230,Varanasi,1000,1,1,1,4,937,118882.7204,MT
231,GVMC,300,1,1,1,1,38118,1746164.93,MT
232,Greater,200,1,0,1,1,4422.41,243385.1,MT
233,Warangal,1500,1,0,1,10,18488.5,1159084.87,MT
234,BANGALORE,1760,1,1,1,7,40559,1374048.24,MT
235,Thiruvallur,1000,1,1,1,7,46641.775,2340951.395,MT
236,Eluru,1200,1,1,1,12,42958.961,2015923.425,MT
237,BANGALORE,400,0,0,0,12,8653.966,289761.1041,TT
238,Delhi,400,0,0,0,12,824,29984.34,TT
239,Lucknow,1000,1,0,1,4,8831.25,478791.4,MT
240,Kolkata,200,0,0,0,4,2008,403309,TT
241,Gadag-Betigeri,200,1,0,1,1,19029,905532.7905,TT
242,Nalgonda,1000,1,0,1,1,21002,939510.75,MT
243,Suryapet,200,0,0,0,1,5618.37,769074.1,TT
244,Lucknow,1500,1,1,1,10,28035,1532105.79,MT
245,Nandyal,1100,1,0,1,10,13165,552193.5,MT
246,Gurgaon,600,0,0,0,10,172,47879.50003,TT
247,Goa,800,1,0,1,10,47359,1626759.09,MT
248,Delhi,1000,1,1,1,10,3455,195350.79,MT
249,Delhi,800,1,0,1,1,281.666,50349.32007,MT
250,Jammu,1800,1,1,1,7,32551,1650950,MT
251,Yamunanagar,900,0,0,0,7,13556,372810,TT
252,Greater,400,0,0,0,7,9955.325002,1035495.92,TT
253,Baharampur,200,1,1,1,7,17104.49,831831.6299,MT
254,Jammu,3000,1,0,1,12,2215,361624.1699,MT
255,Hubli-Dharwad,600,1,0,1,12,12829,424617.7501,MT
256,Katghora,1000,1,1,1,12,769,33003.93005,MT
257,Hamirpur,500,0,0,0,4,995,177424,TT
258,Rajahmundry,300,0,0,0,7,126,42468.7,TT
259,Baharampur,500,1,1,1,11,7816.625,538957.84,MT
260,Aalo,3000,1,1,1,8,1957,331750,MT
261,Chengalpattu,200,1,1,1,9,647,116337,MT
262,Guwahati,500,0,0,0,11,1302,67192,TT
263,Chengalpattu,200,1,1,1,11,460,97461,MT
264,Hyderabad,1000,0,0,0,11,1685,92245,TT
265,Chennai,650,1,1,1,8,1506.75,69562.6,TT
266,GVMC,1300,0,0,0,8,831.5,53225.26,TT
267,BANGALORE,450,0,0,0,9,3318.366996,1015653.608,TT
268,Pune,220,1,0,1,9,35,5300,MT
269,Hyderabad,200,1,1,1,9,513.7899999,291743.3001,MT
270,Delhi,400,0,0,0,11,6,1197,TT
271,Tumkur,1000,1,1,1,8,6814,227676.75,MT
272,Hyderabad,600,0,0,0,8,2878.949996,1677855.4,TT
273,Aalo,3000,1,1,1,9,1227,242117,MT
274,Karimnagar,200,1,1,1,9,11533,511857.48,MT
275,Adilabad,200,1,1,1,9,5826.19875,383848.6599,MT
276,Coimbatore,600,1,0,1,1,1722.768001,71535.724,MT
277,Mughalsarai,200,1,1,1,8,947.057,11649.54002,MT
278,Jammu,2500,1,1,1,9,21183.676,1264752.852,MT
279,Guntur,500,1,1,1,9,69076.055,2241348.799,MT
280,BANGALORE,650,0,0,0,12,78,17796,TT
281,Siliguri,200,0,0,0,11,9839,420857.15,TT
282,Yamunanagar,900,0,0,0,11,4683,131422,TT
283,Chennai,500,1,1,1,11,5427.022001,164019.798,MT
284,Greater,300,1,1,1,11,6937.563,1651605.565,MT
285,Korba,500,1,0,1,8,18989,745722.7197,MT
286,Pune,200,1,0,1,8,3163.199994,1351986.659,MT
287,Panchla,500,0,0,0,9,9681,774534.21,TT
288,Lucknow,1500,1,1,1,11,27574,1497977.94,MT
289,Vijayawada,2200,1,1,1,11,61796,3012913.35,MT
290,Gurgaon,500,1,1,1,11,2970,80792,MT
291,Kolkata,200,0,0,0,10,2021,388515,TT
292,Kolkata,1200,0,0,0,8,404,124522,TT
293,Guwahati,200,1,1,1,8,15487.705,412757.86,MT
294,Greater,400,0,0,0,8,12960.321,1919420.42,TT
295,Kurnool,3500,1,1,1,9,16065.344,890671.1759,MT
296,Pune,1000,0,0,0,9,313.9319993,176019.605,TT
297,Goa,2000,1,1,1,12,178,17877,MT
298,Delhi,200,1,1,1,11,338,146517.9998,MT
299,BANGALORE,900,1,0,1,11,8889.063,319174.1196,MT
300,Varanasi,800,1,1,1,8,1784,84822,MT
301,Warangal,500,1,0,1,8,7192,304751.05,MT
302,Vijayawada,200,1,1,1,9,4318.271999,403505.895,MT
303,Hyderabad,3927,1,1,1,9,37383.67501,2612940.79,MT
304,Hyderabad,1400,1,1,1,1,1691,56757,MT
305,Varanasi,1000,1,1,1,7,800,43488.53995,MT
306,Hyderabad,200,1,1,1,11,309.04,212846.6001,MT
307,Greater,1200,0,0,0,11,36120.6,2154910.75,TT
308,Neemuch,2000,1,1,1,8,2220,111294.35,MT
309,Gurgaon,500,0,0,0,8,2980,124705,TT
310,Yavatmal,1000,1,1,1,11,2944.79,274319.6,MT
311,Chennai,1000,1,0,1,11,26216.186,922871.9919,MT
312,GVMC,1300,0,0,0,11,18662.851,613318.2815,TT
313,Gudivada,1000,1,1,1,8,29424.995,1465035.732,MT
314,Varanasi,500,0,0,0,9,1157,67311.5,TT
315,Vijayawada,500,1,0,1,7,9886,414083.07,MT
316,Nagpur,1200,1,1,1,11,30193,1152933.56,MT
317,Panchla,500,0,0,0,11,6782,600112.89,TT
318,Jagtial,1000,1,1,1,11,33608.09001,1844536.795,MT
319,Yamunanagar,900,0,0,0,8,10233,292181,TT
320,Karnal,700,1,0,1,8,6432,471732.2,MT
321,Hyderabad,300,0,0,0,8,2174.16,1573023.921,TT
322,Kolkata,1000,0,0,0,9,10175.041,262564.23,TT
323,Goa,2000,1,1,1,9,474,35023,MT
324,Peddapuram,500,1,1,0,9,4789,1953217,MT
325,Chandigarh,2000,1,1,1,1,10667,413289,MT
326,Hyderabad,200,0,0,0,11,34956.818,1190069.024,TT
327,North,200,1,1,1,8,44147.434,2919219.14,MT
328,Pune,200,1,1,1,8,12307.72,390831.835,MT
329,Tiruchirappalli,450,1,1,1,8,5727,97975,MT
330,Hoshiarpur,800,1,1,1,7,20319,626930.8099,MT
331,Vijayawada,1400,1,0,1,11,12248.983,536808.2277,MT
332,Pune,2000,0,0,0,8,9524.984976,4294133.32,TT
333,Greater,500,0,0,0,8,29168.452,2711721.22,TT
334,Varanasi,1100,1,1,1,1,6169,392867.1,MT
335,Ghaziabad,2000,1,1,1,1,35808,2383538.24,MT
336,Yavatmal,1000,1,1,1,7,472.375,39648,MT
337,Gadag-Betigeri,200,1,0,1,11,8903,439078.1403,TT
338,Chennai,600,0,0,0,11,695.1849982,435376.0998,TT
339,Mangaldoi,200,1,1,1,11,5738,291988.5099,MT
340,Hoshiarpur,800,1,1,1,8,28453,814319.7299,MT
341,Chennai,600,0,0,0,8,3474.559995,1505488.2,TT
342,Delhi,500,1,1,1,9,16114.9,986718.07,MT
343,Vijayawada,900,1,0,1,9,28032,931721.26,MT
344,Varanasi,200,1,1,1,9,5276.977001,402726.8751,MT
345,Hubli-Dharwad,500,1,0,1,11,18380,1311424.85,MT
346,Amravati,700,1,1,1,8,10395.5,528910.3301,MT
347,Chitradurga,800,1,0,1,9,3530,137539.83,MT
348,Bargachhia,200,0,0,0,9,7466,388264.29,TT
349,Vijayawada,500,1,0,1,9,24245,1131015.17,MT
350,Hyderabad,750,0,0,0,1,3686.844988,2057234.952,TT
351,Chennai,1000,1,0,1,11,138,141450,MT
352,Korba,540,1,1,1,11,16453,922527.8093,MT
353,Varanasi,200,1,0,1,8,3737,254784.0801,MT
354,Vijayawada,200,1,1,1,8,4363.198,404558.8,MT
355,Chengalpattu,200,1,1,1,8,515,107087,MT
356,Guwahati,200,0,0,0,9,7866.845,423731.13,TT
357,Pratapgarh,4000,1,1,1,11,5446,1408408,MT
358,Delhi,500,0,0,0,11,2782,431599.08,TT
359,Hyderabad,500,0,0,0,8,700,126615.2,TT
360,Mahbubnagar,650,0,0,0,8,6412,451661.52,TT
361,Raichur,200,1,0,1,8,20469,890953.23,MT
362,Delhi,1000,1,1,1,8,8981,521901.6397,MT
363,Chennai,500,1,0,1,9,1296.424998,290084.0251,MT
364,Rae,1000,1,0,1,9,31908.235,1461015.195,MT
365,Chennai,200,1,1,1,12,2569.924,134010.5561,MT
366,Adilabad,200,1,1,1,7,1915.16,191186.57,MT
367,Greater,350,1,0,1,11,1899.514,124911.85,MT
368,Manesar,200,0,0,0,8,35725.284,1012780.26,TT
369,Greater,2000,1,0,1,8,15479.629,971608.97,MT
370,Jalna,200,1,1,1,8,780,60610,MT
371,Araria,800,1,0,1,11,7144,541703.03,MT
372,Korba,4500,1,1,1,11,23737,1989893.39,MT
373,Kolkata,1000,1,1,1,8,8654,457475,MT
374,Tadepalligudem,1500,1,1,1,1,12303.714,806825.9823,MT
375,Varanasi,200,1,0,1,11,4020,289343.12,MT
376,Vijayawada,900,1,0,1,11,12630,354601.54,MT
377,Gadchiroli,2200,0,0,0,11,23418,1621263.85,TT
378,Noida,200,1,1,1,11,314,187990.9497,MT
379,Siliguri,200,1,1,1,11,1202,43236,MT
380,Dhamtari,800,0,0,0,8,12588,294082,TT
381,Amravati,700,1,1,1,9,10795,514067.69,MT
382,Dhamtari,800,0,0,0,9,9232,241133,TT
383,Gurgaon,500,1,1,1,12,1498,49667,MT
384,Vijayawada,200,1,1,1,11,5384.378,555855.906,MT
385,Chennai,200,1,1,1,11,2784.426001,128871.756,MT
386,Mayang,2000,0,0,0,8,56,12447,TT
387,North,200,1,1,1,9,16305.142,2448043.96,MT
388,Sonbhadra,200,1,1,1,9,422,23727,MT
389,Hyderabad,500,1,1,1,1,9826,388566.15,MT
390,Puducherry,200,0,0,0,9,2214.21,476573.25,TT
391,Amalapuram,1000,1,1,1,11,13187.15,617736.11,MT
392,Chitradurga,900,1,1,0,8,81890,3454180.55,MT
393,Chennai,1000,1,0,1,9,25586.714,935374.5048,MT
394,Anantapur,1400,1,1,1,9,23131,1524198.35,MT
395,Nandyal,1100,1,0,1,9,12177,534715.5,MT
396,Greater,720,0,0,0,9,13535.252,932965.93,TT
397,Greater,350,0,0,0,11,436,69515,TT
398,Vizianagaram,1600,1,1,1,11,59961.53,2020687.5,MT
399,Raxaul,550,1,1,1,11,28965,1821361.14,MT
400,Goa,800,1,0,1,8,44536,1626081.2,MT
401,BANGALORE,200,1,1,1,8,2743.499996,1014405.499,MT
402,Greater,149,0,0,0,8,583,29331,TT
403,Hyderabad,400,0,0,0,9,2302,178671,TT
404,Greater,250,0,0,0,1,5732,168537,TT
405,Hyderabad,400,0,0,0,1,258.775,89115.80002,TT
406,Milak,2000,1,1,1,11,3290,177069.21,TT
407,BANGALORE,800,1,0,1,9,31579.041,789779.035,MT
408,Delhi,900,1,1,1,9,6589,422953.9099,MT
409,Gurgaon,600,0,0,0,9,1355,70661.81009,TT
410,Chennai,500,0,0,0,8,795.8460001,53807.73996,TT
411,Una,1000,1,1,1,8,6208,547441.5,MT
412,Hyderabad,1200,1,1,1,8,40030.935,450670.4,MT
413,Nagpur,900,1,1,1,9,1811,76340.76001,MT
414,Pudukkottai,600,1,0,1,7,4668,155234.52,MT
415,Chennai,500,0,0,0,11,210.2770001,30711.655,TT
416,Raipur,1000,0,0,0,11,26121,1856299.34,TT
417,Greater,500,0,0,0,11,2652,308968,TT
418,Goa,1000,1,1,0,3,13669,557785.44,MT
419,Tirupati,700,1,0,1,3,63285.16,1894217.834,MT
420,BANGALORE,450,0,0,0,3,5969.131993,1876999.459,TT
421,Hyderabad,450,0,0,0,2,244794.929,7926745.523,TT
422,Rajahmundry,600,1,1,1,2,2690,248625,MT
423,Karimnagar,200,1,1,1,2,1607.868,102525.594,MT
424,Karimnagar,1200,1,1,1,2,58633.46504,2974754.154,MT
425,Pune,920,0,0,0,3,9140.352972,5198541.635,TT
426,Hyderabad,600,0,0,0,2,2887.784993,1573405.2,TT
427,BANGALORE,600,0,0,0,2,7252.819984,2970152.249,TT
428,Hyderabad,500,0,0,0,2,1244.243,428025.41,TT
429,BANGALORE,600,0,0,0,2,2853.082992,1173895.861,TT
430,Palakonda,500,0,0,0,2,7267.446,537320.24,TT
431,Chandigarh,2000,1,1,1,3,5912,341440.65,MT
432,North,200,1,1,1,12,129.3,554358,MT
433,Mahabubabad,500,1,1,1,9,1852,95315,MT
434,Kolkata,1000,1,1,1,2,7364,492719,MT
435,Srikakulam,200,1,1,1,2,183,12750.75,MT
436,Kadapa,800,1,0,1,3,9779,532878.5,MT
437,Hyderabad,1200,0,0,0,2,9037,1072215.5,TT
438,Chennai,400,1,0,1,2,8780,225029.01,MT
439,Tadepalligudem,1800,1,1,1,3,82389,3278115.11,MT
440,Goa,200,1,1,1,9,9544,339501.5,TT
441,Pune,1000,0,0,0,2,2176.644997,1488187.735,TT
442,Chennai,200,1,1,1,2,197.7069998,35390.41497,MT
443,Raipur,1000,0,0,0,3,8311.181,395432.4909,TT
444,Kadapa,800,1,0,1,2,14507,845486,MT
445,Jammu,2500,1,1,1,2,25981.448,1720090.5,MT
446,Durg-Bhilainagar,200,1,1,1,2,2661.6,192433.2601,MT
447,Greater,300,1,0,1,3,1717.752,251032.945,MT
448,Vizianagaram,1600,1,1,1,3,114484.595,3873638.33,MT
449,Greater,800,1,0,1,2,25559,778393.8899,MT
450,Arrah,500,1,1,1,9,2203.593,28076.85999,MT
451,Amritsar,1500,1,1,0,2,29093,1532968.67,MT
452,Aurangabad,200,1,1,1,2,456.9250005,321146.33,MT
453,Bargachhia,200,0,0,0,2,877,49178.16998,TT
454,Karimnagar,1000,1,1,0,2,58514.71501,2776344.074,MT
455,Sangareddy,1000,1,0,1,3,29773.79502,1560051.5,MT
456,Amritsar,1000,0,0,0,2,5595,382009.3799,TT
457,Jagtial,1000,1,1,1,2,41545.85901,2209651,MT
